,index,Unnamed: 0,business_city,business_state,business_street1,business_street2,business_zip,cik,firm_name,mailing_city,mailing_state,mailing_street1,mailing_street2,mailing_zip
534,2245,2245,HOUSTON,TX,9807 KATY FREEWAY,STE 100,77024,1389050,"Archrock, Inc.",HOUSTON,TX,9807 KATY FREEWAY,STE 100,77024
535,2248,2248,SAN FRANCISCO,CA,101 MISSION STREET,SUITE 740,94105,1722438,"Doma Holdings, Inc.",SAN FRANCISCO,CA,101 MISSION STREET,SUITE 740,94105
536,2250,2250,NEW YORK,NY,601 WEST 26TH STREET,SUITE 900,10001,1819516,Wheels Up Experience Inc.,NEW YORK,NY,601 WEST 26TH STREET,SUITE 900,10001
537,2251,2251,SCOTTSDALE,AZ,18835 N. THOMPSON PEAK PARKWAY,SUITE 300,85255,1837014,"SmartRent, Inc.",SCOTTSDALE,AZ,18835 N. THOMPSON PEAK PARKWAY,SUITE 300,85255
538,2253,2253,HOUSTON,TX,333 CLAY ST,SUITE 1600,77002,1581990,PLAINS GP HOLDINGS LP,HOUSTON,TX,333 CLAY ST,SUITE 1600,77002
539,2264,2264,WOBURN,MA,12 GILL STREET,SUITE 4650,01801,1907685,"Comera Life Sciences Holdings, Inc.",WOBURN,MA,12 GILL STREET,SUITE 4650,01801
541,2270,2270,NEEDHAM,MA,117 KENDRICK STREET,SUITE 450,02494,1841387,"Candel Therapeutics, Inc.",NEEDHAM,MA,117 KENDRICK STREET,SUITE 450,02494
542,2272,2272,PHILADELPHIA,PA,2001 MARKET STREET,SUITE 3915 UNIT #15,19103,1842952,Context Therapeutics Inc.,PHILADELPHIA,PA,2001 MARKET STREET,SUITE 3915 UNIT #15,19103
543,2284,2284,SANTA CLARA,CA,"FABRINET WEST, INC.",4900 PATRICK HENRY DRIVE,95054,1408710,Fabrinet,SANTA CLARA,CA,"FABRINET WEST, INC.",4900 PATRICK HENRY DRIVE,95054
544,2289,2289,WALNUT CREEK,CA,1340 TREAT BOULEVARD,SUITE 600,94597,887733,CENTRAL GARDEN & PET CO,WALNUT CREEK,CA,1340 TREAT BOULEVARD,SUITE 600,94597
545,2295,2295,LOS ANGELES,CA,515 SOUTH FLOWER ST.,44TH FLOOR,90071,1868269,LatAmGrowth SPAC,LOS ANGELES,CA,515 SOUTH FLOWER ST.,44TH FLOOR,90071
546,2299,2299,MORRISVILLE,NC,ONE COPLEY PARKWAY,SUITE 490,27560,34956,"TENAX THERAPEUTICS, INC.",MORRISVILLE,NC,ONE COPLEY PARKWAY,SUITE 490,27560
547,2306,2306,GRAND RAPIDS,MI,850 76TH ST SW,P O BOX 8700,49518,877422,SpartanNash Co,GRAND RAPIDS,MI,850 76TH ST SW,PO BOX 8700,49518
548,2317,2317,MIAMI,FL,78 SW 7TH STREET,SUITE 500,33130,1900402,Evergreen Corp,MIAMI,FL,78 SW 7TH STREET,SUITE 500,33130
549,2328,2328,SPOKANE,WA,601 WEST FIRST AVENUE,SUITE 1600,99201,1338749,POTLATCHDELTIC CORP,SPOKANE,WA,601 WEST FIRST AVENUE,SUITE 1600,99201
550,2334,2334,HOUSTON,TX,10713 WEST SAM HOUSTON PARKWAY NORTH,SUITE 800,77064,889900,PATTERSON UTI ENERGY INC,HOUSTON,TX,10713 WEST SAM HOUSTON PARKWAY NORTH,SUITE 800,77064
551,2338,2338,NEW YORK,NY,55 HUDSON YARDS,14TH FLOOR,10001,1779128,"Blade Air Mobility, Inc.",NEW YORK,NY,55 HUDSON YARDS,14TH FLOOR,10001
552,2342,2342,DALLAS,TX,200 CRESCENT COURT,SUITE 1200,75201,1165002,WESTWOOD HOLDINGS GROUP INC,DALLAS,TX,200 CRESCENT COURT,SUITE 1200,75201
553,2347,2347,DENVER,CO,4582 SOUTH ULSTER STREET,SUITE 1100,80237,922864,APARTMENT INVESTMENT & MANAGEMENT CO,DENVER,CO,4582 SOUTH ULSTER STREET,SUITE 1100,80237
554,2350,2350,JERICHO,NY,100 JERICHO QUADRANGLE,SUITE 100,11753,1531031,"Esquire Financial Holdings, Inc.",JERICHO,NY,100 JERICHO QUADRANGLE,SUITE 100,11753
555,2355,2355,NEW YORK,NY,641 LEXINGTON AVENUE,26TH FLOOR,10022,1037390,"INDUS REALTY TRUST, INC.",NEW YORK,NY,641 LEXINGTON AVENUE,26TH FLOOR,10022
556,2357,2357,BELLAIRE,TX,4710 BELLAIRE BOULEVARD,SUITE 210,77401,1133818,BIO-PATH HOLDINGS INC,BELLAIRE,TX,4710 BELLAIRE BOULEVARD,SUITE 210,77401
557,2359,2359,HUNT VALLEY,MD,"303 INTERNATIONAL CIRCLE,",SUITE 200,21030,888491,OMEGA HEALTHCARE INVESTORS INC,HUNT VALLEY,MD,"303 INTERNATIONAL CIRCLE,",SUITE 200,21030
558,2363,2363,HONOLULU,HI,1100 ALAKEA ST.,SUITE 500,96813,10048,BARNWELL INDUSTRIES INC,HONOLULU,HI,1100 ALAKEA ST.,SUITE 500,96813
560,2365,2365,SARASOTA,FL,6901 PROFESSIONAL PKWY EAST,SUITE 200,34240,882835,ROPER TECHNOLOGIES INC,SARASOTA,FL,6901 PROFESSIONAL PKWY EAST,SUITE 200,34240
562,2368,2368,SCOTTSDALE,AZ,8377 EAST HARTFORD DRIVE,SUITE 100,85255,1538990,STORE CAPITAL Corp,SCOTTSDALE,AZ,8377 EAST HARTFORD DRIVE,SUITE 100,85255
563,2371,2371,SAN DIEGO,CA,3611 VALLEY CENTRE DRIVE,SUITE 150,92130,1272842,AIRGAIN INC,SAN DIEGO,CA,3611 VALLEY CENTRE DRIVE,SUITE 150,92130
564,2374,2374,DALLAS,TX,14221 N DALLAS PARKWAY,SUITE 1100,75254,99780,TRINITY INDUSTRIES INC,DALLAS,TX,14221 N DALLAS PARKWAY,SUITE 1100,75254
565,2375,2375,LA JOLLA,CA,4275 EXECUTIVE SQUARE,SUITE 950,92037,1832168,"Longboard Pharmaceuticals, Inc.",LA JOLLA,CA,4275 EXECUTIVE SQUARE,SUITE 950,92037
566,2376,2376,NEW YORK,NY,142 GREENE STREET,4TH FLOOR,10012,1853928,Anthemis Digital Acquisitions I Corp,NEW YORK,NY,142 GREENE STREET,4TH FLOOR,10012
567,2381,2381,SAN ANTONIO,TX,1 FANATICAL PLACE,CITY OF WINDCREST,78218,1810019,"Rackspace Technology, Inc.",SAN ANTONIO,TX,1 FANATICAL PLACE,CITY OF WINDCREST,78218
568,2391,2391,CAMBRIDGE,MA,100 TECHNOLOGY SQUARE,6TH FLOOR,02139,1681087,"AVROBIO, Inc.",CAMBRIDGE,MA,100 TECHNOLOGY SQUARE,6TH FLOOR,02139
569,2392,2392,BAY HARBOR ISLANDS,FL,1111 KANE CONCOURSE,SUITE 301,33154,1429260,"Fortress Biotech, Inc.",BAY HARBOR ISLANDS,FL,1111 KANE CONCOURSE,SUITE 301,33154
570,2397,2397,INCLINE VILLAGE,NV,"930 TAHOE BLVD, SUITE 802",PMB 381,89451,1831928,Deep Lake Capital Acquisition Corp.,INCLINE VILLAGE,NV,"930 TAHOE BLVD, SUITE 802",PMB 381,89451
571,2400,2400,LOS ANGELES,CA,1999 AVENUE OF THE STARS,SUITE 2088,90067,1816708,"Owlet, Inc.",LOS ANGELES,CA,1999 AVENUE OF THE STARS,SUITE 2088,90067
572,2406,2406,SAN FRANCISCO,CA,2525 16TH STREET,SUITE 316,94103,1762322,"SHIFT TECHNOLOGIES, INC.",SAN FRANCISCO,CA,2525 16TH STREET,SUITE 316,94103
574,2414,2414,OAK BROOK,IL,2021 SPRING ROAD,SUITE 600,60523,1320695,"TreeHouse Foods, Inc.",OAK BROOK,IL,2021 SPRING ROAD,SUITE 600,60523
575,2419,2419,HOUSTON,TX,9800 RICHMOND AVE.,SUITE 700,77042,894627,VAALCO ENERGY INC /DE/,HOUSTON,TX,9800 RICHMOND AVE.,SUITE 700,77042
576,2427,2427,ATLANTA,GA,5565 GLENRIDGE CONNECTOR,SUITE 700,30342,1712923,"GreenSky, Inc.",ATLANTA,GA,5565 GLENRIDGE CONNECTOR,SUITE 700,30342
577,2429,2429,SAN FRANCISCO,CA,SALESFORCE TOWER,415 MISSION STREET 3RD FL,94105,1108524,"Salesforce, Inc.",SAN FRANCISCO,CA,SALESFORCE TOWER,415 MISSION STREET 3RD FL,94105
578,2432,2432,SAN DIEGO,CA,3911 SORRENTO VALLEY BLVD,SUITE 110,92121,886163,LIGAND PHARMACEUTICALS INC,SAN DIEGO,CA,3911 SORRENTO VALLEY BLVD,SUITE 110,92121
579,2438,2438,NEW YORK,NY,277 PARK AVENUE,"29TH FLOOR, SUITE B",10172,1837393,Independence Holdings Corp.,NEW YORK,NY,277 PARK AVENUE,"29TH FLOOR, SUITE B",10172
580,2440,2440,NEW YORK,NY,37 EAST 18TH STREET,7TH FLOOR,10003,1757715,"Aterian, Inc.",NEW YORK,NY,37 EAST 18TH STREET,7TH FLOOR,10003
581,2443,2443,ATLANTA,GA,3495 PIEDMONT ROAD NE,"ONE PIEDMONT CENTER, BLDG.11, STE. 710",30305,1848364,Logistics Innovation Technologies Corp.,ATLANTA,GA,3495 PIEDMONT ROAD NE,"ONE PIEDMONT CENTER, BLDG.11, STE. 710",30305
582,2452,2452,FORT MILL,SC,1300 ALTURA ROAD,SUITE 125,29708,1831617,"Diversey Holdings, Ltd.",FORT MILL,SC,1300 ALTURA ROAD,SUITE 125,29708
583,2457,2457,HOUSTON,TX,3000 NORTH SAM HOUSTON PARKWAY EAST,3000 NORTH SAM HOUSTON PARKWAY EAST,77032,45012,HALLIBURTON CO,HOUSTON,TX,3000 NORTH SAM HOUSTON PARKWAY EAST,3000 NORTH SAM HOUSTON PARKWAY EAST,77032
584,2459,2459,INCLINE VILLAGE,NV,937 TAHOE BOULEVARD,SUITE 210,89451,1834045,"Vintage Wine Estates, Inc.",INCLINE VILLAGE,NV,937 TAHOE BOULEVARD,SUITE 210,89451
585,2460,2460,COLUMBUS,OH,325 JOHN H MCCONNELL BLVD,SUITE 200,43215,909108,DIAMOND HILL INVESTMENT GROUP INC,COLUMBUS,OH,325 JOHN H MCCONNELL BLVD,SUITE 200,43215
587,2463,2463,RYE,NY,411 THEODORE FREMD AVENUE,SUITE 300,10580,899629,ACADIA REALTY TRUST,RYE,NY,411 THEODORE FREMD AVENUE,SUITE 300,10580
588,2465,2465,WATERTOWN,MA,480 ARSENAL WAY,SUITE 130,02472,1035354,"Eloxx Pharmaceuticals, Inc.",WATERTOWN,MA,480 ARSENAL WAY,SUITE 130,02472
589,2466,2466,GLENDALE,CA,700 N. CENTRAL AVE.,SUITE 430,91203,1643988,"Loop Media, Inc.",GLENDALE,CA,700 N. CENTRAL AVE.,SUITE 430,91203
590,2472,2472,MELVILLE,NY,48 S. SERVICE ROAD,SUITE 300,11747,76267,PARK AEROSPACE CORP,MELVILLE,NY,48 SOUTH SERVICE ROAD,SUITE 300,11747
591,2481,2481,FT. LAUDERDALE,FL,8100 SW 10TH STREET,SUITE 4000,33324,69891,NATIONAL BEVERAGE CORP,FT. LAUDERDALE,FL,8100 SW 10TH STREET,SUITE 4000,33324
592,2482,2482,NEW YORK,NY,330 WEST 34TH STREET,5TH FLOOR,10001,1837686,"Vimeo, Inc.",NEW YORK,NY,330 WEST 34TH STREET,5TH FLOOR,10001
594,2484,2484,MARLBOROUGH,MA,100 CAMPUS DRIVE,6TH FLOOR,01762,1711933,"Akoya Biosciences, Inc.",MARLBOROUGH,MA,100 CAMPUS DRIVE,6TH FLOOR,01762
595,2490,2490,MINNEAPOLIS,MN,8000 NORMAN CENTER DRIVE,SUITE 900,55437,1671284,Bright Health Group Inc.,MINNEAPOLIS,MN,8000 NORMAN CENTER DRIVE,SUITE 900,55437
596,2495,2495,BOSTON,MA,200 CLARENDON STREET,T-9,02116,1053706,"CRA INTERNATIONAL, INC.",BOSTON,MA,200 CLARENDON STREET,T-9,02116
597,2499,2499,NEW YORK,NY,2 GANSEVOORT STREET,9TH FLOOR,10014,1644963,"AVENUE THERAPEUTICS, INC.",NEW YORK,NY,2 GANSEVOORT STREET,9TH FLOOR,10014
598,2501,2501,REDWOOD CITY,CA,203 REDWOOD SHORES PARKWAY,8TH FLOOR,94065,1825480,"Poshmark, Inc.",REDWOOD CITY,CA,203 REDWOOD SHORES PARKWAY,8TH FLOOR,94065
599,2507,2507,NEWTON,MA,85 WELLS AVENUE,SECOND FLOOR,02459,1503802,Karyopharm Therapeutics Inc.,NEWTON,MA,85 WELLS AVENUE,SECOND FLOOR,02459
600,2526,2526,LEXINGTON,MA,"99 HAYDEN AVENUE, SUITE 120 (BLD E)",LEDGEMONT TECHNOLOGY CENTER,02421,1664710,"Keros Therapeutics, Inc.",LEXINGTON,MA,"99 HAYDEN AVENUE, SUITE 120 (BLD E)",LEDGEMONT TECHNOLOGY CENTER,02421
601,2527,2527,COEUR D'ALENE,ID,6500 N MINERAL DRIVE SUITE 200,NONE,83815-9408,719413,HECLA MINING CO/DE/,COEUR D'ALENE,ID,6500 N MINERAL DRIVE SUITE 200,NONE,83815-9408
602,2529,2529,MAPLE GROVE,MN,7550 MERIDIAN CIRCLE N,SUITE 150,55369,722313,NORTECH SYSTEMS INC,MAPLE GROVE,MN,7550 MERIDIAN CIRCLE N,SUITE 150,55369
604,2546,2546,BETHESDA,MD,4747 BETHESDA AVENUE,SUITE 1100,20814,1474098,Pebblebrook Hotel Trust,BETHESDA,MD,4747 BETHESDA AVENUE,SUITE 1100,20814
605,2556,2556,DUBLIN,OH,4995 BRADENTON AVENUE,SUITE 240,43017,810509,"NAVIDEA BIOPHARMACEUTICALS, INC.",DUBLIN,OH,4995 BRADENTON AVENUE,SUITE 240,43017
606,2563,2563,BURLINGTON,VT,THREE MAIN STREET,SUITE 215,05401,1471824,Teucrium Commodity Trust,BURLINGTON,VT,THREE MAIN STREET,SUITE 215,05401
607,2569,2569,HOUSTON,TX,9821 KATY FREEWAY,SUITE 1050,77024,56868,PRIMEENERGY RESOURCES CORP,HOUSTON,TX,9821 KATY FREEWAY,SUITE 1050,77024
608,2570,2570,STAMFORD,CT,CRANE CO.,100 FIRST STAMFORD PLACE,06902,25445,"Crane Holdings, Co.",STAMFORD,CT,CRANE CO.,100 FIRST STAMFORD PLACE,06902
609,2572,2572,RICHMOND,VA,1801 BAYBERRY COURT,P O BOX 18100,23226-1800,78890,BRINKS CO,RICHMOND,VA,1801 BAYBERRY COURT,P O BOX 18100,23226-8100
610,2578,2578,HOUSTON,TX,12140 WICKCHESTER LANE,SUITE 100,77079,1606268,"Via Renewables, Inc.",HOUSTON,TX,12140 WICKCHESTER LANE,SUITE 100,77079
611,2580,2580,WATERTOWN,MA,490 ARSENAL WAY,SUITE 200,02472,1662579,"C4 Therapeutics, Inc.",WATERTOWN,MA,490 ARSENAL WAY,SUITE 200,02472
612,2585,2585,DALLAS,TX,"C/O CELTIC ASSET & EQUITY PARTNERS, LTD.",2626 COLE AVENUE SUITE 300,75204,1817565,Financial Strategies Acquisition Corp.,DALLAS,TX,"C/O CELTIC ASSET & EQUITY PARTNERS, LTD.",2626 COLE AVENUE SUITE 300,75204
613,2595,2595,NEW YORK,NY,"ONE MANHATTAN WEST, 395 9TH AVENUE",58TH FLOOR,10001,1025378,W. P. Carey Inc.,NEW YORK,NY,"ONE MANHATTAN WEST, 395 9TH AVENUE",58TH FLOOR,10001
614,2603,2603,DETROIT,MI,ALLY DETROIT CENTER,500 WOODWARD AVE. FLOOR 10,48226,40729,Ally Financial Inc.,DETROIT,MI,ALLY DETROIT CENTER,500 WOODWARD AVE. FLOOR 10,48226
615,2606,2606,BALTIMORE,MD,1020 HULL STREET,3RD FLOOR,21230,1336917,"Under Armour, Inc.",BALTIMORE,MD,1020 HULL STREET,3RD FLOOR,21230
616,2607,2607,NEW YORK,NY,888 SEVENTH AVE,12TH FLOOR,10106,1783032,"Elevation Oncology, Inc.",NEW YORK,NY,888 SEVENTH AVE,12TH FLOOR,10106
617,2613,2613,SAN FRANCISCO,CA,303 2ND STREET,"SOUTH TOWER, 8TH FLOOR",94107,1792789,"DoorDash, Inc.",SAN FRANCISCO,CA,303 2ND STREET,"SOUTH TOWER, 8TH FLOOR",94107
618,2617,2617,ROCKVILLE,MD,540 GAITHER ROAD,SUITE 400,20850,1534120,"Avalo Therapeutics, Inc.",ROCKVILLE,MD,540 GAITHER ROAD,SUITE 400,20850
619,2621,2621,NEW YORK,NY,P O BOX 318 CHURCH ST STATION,C/O BANKERS TRUST CO CORP TRUST,10008-0318,65172,MESABI TRUST,NEW YORK,NY,"C/O BANKERS TRUST COMPANY, CORPORATE",P.O. BOX 318 CHURCH STREET STATION,10008-0318
620,2624,2624,NEW YORK,NY,595 MADISON AVENUE,28TH FLOOR,10022,1856028,"Stronghold Digital Mining, Inc.",NEW YORK,NY,595 MADISON AVENUE,28TH FLOOR,10022
621,2626,2626,PACIFIC PALISADES,CA,17383 SUNSET AVENUE,SUITE A250,90272,1422142,"Aadi Bioscience, Inc.",PACIFIC PALISADES,CA,17383 SUNSET AVENUE,SUITE A250,90272
622,2638,2638,CHICAGO,IL,200 E. RANDOLPH STREET,SUITE 7700,60601-7702,1059262,SP Plus Corp,CHICAGO,IL,200 E. RANDOLPH STREET,SUITE 7700,60601-7702
623,2642,2642,SANTA ANA,CA,200 SANDPOINTE AVENUE,SUITE 700,92707,30305,DUCOMMUN INC /DE/,SANTA ANA,CA,200 SANDPOINTE AVENUE,SUITE 700,92707
624,2645,2645,TEMPE,AZ,60 E RIO SALADO PARKWAY,SUITE 1000,85281,849399,NortonLifeLock Inc.,TEMPE,AZ,60 E RIO SALADO PARKWAY,SUITE 1000,85281
625,2648,2648,MINNEAPOLIS,MN,729 WASHINGTON AVE. N,SUITE 600,55401,1812360,FOXO TECHNOLOGIES INC.,MINNEAPOLIS,MN,729 WASHINGTON AVE. N,SUITE 600,55401
626,2649,2649,BERKELEY HEIGHTS,NJ,200 CONNELL DRIVE,SUITE 1500,07922,1130166,"Cyclacel Pharmaceuticals, Inc.",BERKELEY HEIGHTS,NJ,200 CONNELL DRIVE,SUITE 1500,07922
627,2660,2660,HOUSTON,TX,920 MEMORIAL CITY WAY,SUITE 300,77024,1699136,"Cactus, Inc.",HOUSTON,TX,920 MEMORIAL CITY WAY,SUITE 300,77024
628,2672,2672,HERSHEY,PA,19 EAST CHOCOLATE AVENUE,EXTERNAL RPTG & COMPLIANCE,17033,47111,HERSHEY CO,HERSHEY,PA,19 EAST CHOCOLATE AVENUE,EXTERNAL RPTG & COMPLIANCE,17033
629,2673,2673,MILWAUKEE,WI,875 E. WISCONSIN AVENUE,SUITE 800,53202,1517302,Artisan Partners Asset Management Inc.,MILWAUKEE,WI,875 E. WISCONSIN AVENUE,SUITE 800,53202
630,2682,2682,CAMBRIDGE,MA,301 BINNEY STREET,3RD FLOOR,02142,1727196,Scholar Rock Holding Corp,CAMBRIDGE,MA,301 BINNEY STREET,3RD FLOOR,02142
631,2687,2687,NEW YORK,NY,156 FIFTH AVENUE 10TH FLOOR,CO EARTHBOUND LLC,10010-7751,1789192,Save Foods Inc.,NEW YORK,NY,156 FIFTH AVENUE 10TH FLOOR,CO EARTHBOUND LLC,10010-7751
632,2689,2689,NEW YORK,NY,17 STATE STREET,21ST FLOOR,10004,1860663,Monterey Bio Acquisition Corp,NEW YORK,NY,17 STATE STREET,21ST FLOOR,10004
633,2707,2707,FORT WORTH,TX,425 HOUSTON STREET,SUITE 400,76102,1848020,Black Mountain Acquisition Corp.,FORT WORTH,TX,425 HOUSTON STREET,SUITE 400,76102
634,2718,2718,DURHAM,NC,co Avaya Inc,"2605 MERIDIAN PARKWAY, SUITE 200",27713,1418100,Avaya Holdings Corp.,DURHAM,NC,co Avaya Inc,"2605 MERIDIAN PARKWAY, SUITE 200",27713
635,2720,2720,FT. LAUDERDALE,FL,401 EAST LAS OLAS BLVD.,SUITE 1400,33301,1886799,Bright Green Corp,FT. LAUDERDALE,FL,401 EAST LAS OLAS BLVD.,SUITE 1400,33301
636,2727,2727,CINCINNATI,OH,SUITE 2600,255 E FIFTH ST,45202,19584,CHEMED CORP,CINCINNATI,OH,SUITE 2600,255 E FIFTH STREET,45202-4726
637,2728,2728,LEAWOOD,KS,11400 TOMAHAWK CREEK PARKWAY,SUITE 300,66211,1029199,"EURONET WORLDWIDE, INC.",LEAWOOD,KS,11400 TOMAHAWK CREEK PARKWAY,SUITE 300,66211
638,2729,2729,LAS VEGAS,NV,325 EAST WARM SPRINGS ROAD,SUITE 102,89119,1045742,LIVE VENTURES Inc,LAS VEGAS,NV,325 EAST WARM SPRINGS ROAD,SUITE 102,89119
639,2736,2736,GREAT NECK,NY,60 CUTTER MILL RD,SUITE 303,11021-3190,712770,ONE LIBERTY PROPERTIES INC,GREAT NECK,NY,60 CUTTER MILL ROAD,SUITE 303,11021-3190
640,2745,2745,BALTIMORE,MD,100 EAST PRATT STREET,P.O. BOX 89000,21289-0320,1113169,PRICE T ROWE GROUP INC,BALTIMORE,MD,100 EAST PRATT STREET,P.O. BOX 89000,21289-0320
641,2762,2762,LOS ANGLES,CA,333 SOUTH GRAND AVENUE,28TH FLOOR,90071,1414932,Oaktree Specialty Lending Corp,LOS ANGLES,CA,333 SOUTH GRAND AVENUE,28TH FLOOR,90071
642,2763,2763,NEW HAVEN,CT,395 WINCHESTER AVE,5 SCIENCE PARK,06511,1655759,"ARVINAS, INC.",NEW HAVEN,CT,395 WINCHESTER AVE,5 SCIENCE PARK,06511
643,2768,2768,CAMBRIDGE,MA,301 BINNEY STREET,SUITE 402,02142,1527599,"SYNLOGIC, INC.",CAMBRIDGE,MA,301 BINNEY STREET,SUITE 402,02142
644,2770,2770,STAMFORD,CT,290 HARBOR DRIVE,FIFTH FLOOR,06902,1842883,First Reserve Sustainable Growth Corp.,STAMFORD,CT,290 HARBOR DRIVE,FIFTH FLOOR,06902
645,2771,2771,CHAMBERSBURG,PA,20 S MAIN ST,P O BOX 6010,17201-0819,723646,FRANKLIN FINANCIAL SERVICES CORP /PA/,CHAMBERSBURG,PA,20 SOUTH MAIN ST,PO BOX 6010,17201-0819
646,2772,2772,BOSTON,MA,137 PORTLAND STREET,4TH FLOOR,02114,1369290,"MYOMO, INC.",BOSTON,MA,137 PORTLAND STREET,4TH FLOOR,02114
647,2778,2778,NEW YORK,NY,C/O GRAUBARD MILLER,405 LEXINGTON AVENUE,10174,1835814,Northern Star Investment Corp. IV,NEW YORK,NY,C/O GRAUBARD MILLER,405 LEXINGTON AVENUE,10174
648,2781,2781,NEW YORK,NY,216 EAST 45TH STREET,13TH FLOOR,10017,1850502,Enphys Acquisition Corp.,NEW YORK,NY,216 EAST 45TH STREET,13TH FLOOR,10017
649,2787,2787,CHARLOTTE,NC,300 SOUTH TRYON STREET,SUITE 2500,28202,1379785,"Barings BDC, Inc.",CHARLOTTE,NC,300 SOUTH TRYON STREET,SUITE 2500,28202
651,2789,2789,NEW YORK,NY,712 FIFTH AVENUE,49TH FLOOR,10019,1460235,abrdn Platinum ETF Trust,NEW YORK,NY,712 FIFTH AVENUE,49TH FLOOR,10019
652,2791,2791,NEW YORK,NY,3 COLUMBUS CIRCLE,15TH FLOOR,10019,1857044,"Indaptus Therapeutics, Inc.",NEW YORK,NY,3 COLUMBUS CIRCLE,15TH FLOOR,10019
653,2793,2793,CAMBRIDGE,MA,100 TECHNOLOGY SQUARE,5TH FLOOR,02139,1690585,"Magenta Therapeutics, Inc.",CAMBRIDGE,MA,100 TECHNOLOGY SQUARE,5TH FLOOR,02139
654,2796,2796,JACKSONVILLE,FL,ONE INDEPENDENT DRIVE,SUITE 114,32202,910606,REGENCY CENTERS CORP,JACKSONVILLE,FL,ONE INDEPENDENT DRIVE,SUITE 114,32202
656,2807,2807,VANCOUVER,WA,8100 NE PARKWAY DRIVE,SUITE 200,98662,902791,BARRETT BUSINESS SERVICES INC,VANCOUVER,WA,8100 NE PARKWAY DRIVE,SUITE 200,98662
657,2811,2811,NEW YORK,NY,276 FIFTH AVENUE,SUITE 505,10001,1487198,"ASPEN GROUP, INC.",NEW YORK,NY,276 FIFTH AVENUE,SUITE 505,10001
658,2812,2812,BRISBANE,CA,1400 SIERRA POINT PARKWAY,"BLDG C, SUITE 200",94005,1528115,"Annexon, Inc.",BRISBANE,CA,1400 SIERRA POINT PARKWAY,"BLDG C, SUITE 200",94005
659,2821,2821,HOUSTON,TX,16285 PARK TEN PLACE,SUITE 500,77084,77159,Ranger Oil Corp,HOUSTON,TX,16285 PARK TEN PLACE,SUITE 500,77084
660,2826,2826,PARK CITY,UT,1389 CENTER DRIVE,SUITE 200,84098,1677576,INNOVATIVE INDUSTRIAL PROPERTIES INC,PARK CITY,UT,1389 CENTER DRIVE,SUITE 200,84098
661,2829,2829,HOUSTON,TX,910 LOUISIANA STREET,SUITE 4200,77002,1549922,"Summit Midstream Partners, LP",HOUSTON,TX,910 LOUISIANA STREET,SUITE 4200,77002
662,2838,2838,LAWRENCEVILLE,NJ,997 LENOX DRIVE,SUITE 100,08648,749647,"Imunon, Inc.",LAWRENCEVILLE,NJ,997 LENOX DRIVE,SUITE 100,08648
663,2840,2840,HOUSTON,TX,2450 HOLCOMBE BLVD,SUITE J-608,77021,1615219,"Salarius Pharmaceuticals, Inc.",HOUSTON,TX,2450 HOLCOMBE BLVD,SUITE J-608,77021
664,2842,2842,"NASHVILLE,",TN,2525 WEST END AVENUE,SUITE 950,37203,1087294,CUMBERLAND PHARMACEUTICALS INC,NASHVILLE,TN,2525 WEST END AVENUE,SUITE 950,37203
665,2843,2843,RESTON,VA,11911 FREEDOM DRIVE,SUITE 1080,20190,1853070,PROOF Acquisition Corp I,RESTON,VA,11911 FREEDOM DRIVE,SUITE 1080,20190
666,2847,2847,MIAMI,FL,2916 N. MIAMI AVENUE,SUITE 1000,33127,863894,VERU INC.,MIAMI,FL,2916 N. MIAMI AVENUE,SUITE 1000,33127
667,2849,2849,PLEASANTON,CA,4309 HACIENDA DR.,SUITE 150,945888,1839285,"Healthcare Triangle, Inc.",PLEASANTON,CA,4309 HACIENDA DR.,SUITE 150,945888
668,2851,2851,STAMFORD,CT,9 WEST BROAD STREET,SUITE 310,06902,1002590,"STAR GROUP, L.P.",STAMFORD,CT,9 WEST BROAD STREET,SUITE 310,06902
669,2862,2862,BOTHELL,WA,3303 MONTE VILLA PARKWAY,SUITE 310,98021,834365,BIOLIFE SOLUTIONS INC,BOTHELL,WA,3303 MONTE VILLA PARKWAY,SUITE 310,98021
671,2868,2868,NEW YORK,NY,ONE PENN PLAZA,SUITE 4015,10119,910108,LXP Industrial Trust,NEW YORK,NY,ONE PENN PLAZA,SUITE 4015,10119
672,2886,2886,VANCOUVER,WA,805 BROADWAY ST,SUITE 900,98660,1794515,ZoomInfo Technologies Inc.,VANCOUVER,WA,805 BROADWAY ST,SUITE 900,98660
673,2887,2887,WAYNE,PA,640 LEE ROAD,SUITE 200,19087,1557746,"Aclaris Therapeutics, Inc.",WAYNE,PA,640 LEE ROAD,SUITE 200,19087
675,2889,2889,HOUSTON,TX,1300 WEST SAM HOUSTON PARKWAY,SUITE 300,77043,885978,U S PHYSICAL THERAPY INC /NV,HOUSTON,TX,1300 WEST SAM HOUSTON PARKWAY,SUITE 300,77043
676,2890,2890,HOUSTON,TX,RIVER OAKS TOWER,"3730 KIRBY DRIVE, SUITE 1200",77098,1513818,"Aravive, Inc.",HOUSTON,TX,RIVER OAKS TOWER,"3730 KIRBY DRIVE, SUITE 1200",77098
677,2894,2894,AUSTIN,TX,3700 N CAPITAL OF TEXAS HWY,#350,78746,884144,ASURE SOFTWARE INC,AUSTIN,TX,3700 N CAPITAL OF TEXAS HWY,#350,78746
