,business_city,business_state,business_street1,business_street2,business_zip,cik,firm_name,mailing_city,mailing_state,mailing_street1,mailing_street2,mailing_zip
1356,BEE CAVE,TX,12600 HILL COUNTRY BLVD,"BUILDING R, SUITE 275",78738,0001915328,Israel Acquisitions Corp,BEE CAVE,TX,12600 HILL COUNTRY BLVD,"BUILDING R, SUITE 275",78738
1357,LAS VEGAS,NV,5450 W SAHARA AVE.,SUITE 300A,89146,0001383088,CYTTA CORP.,LAS VEGAS,NV,5450 W SAHARA AVE.,SUITE 300A,89146
1358,"VIRGINIA CITY,",NV,117 AMERICAN FLAT ROAD,PO BOX 1118,89440,0001120970,Comstock Inc.,"VIRGINIA CITY,",NV,117 AMERICAN FLAT ROAD,PO BOX 1118,89440
1359,DURHAM,NC,2525 EAST NORTH CAROLINA HIGHWAY 54,,27713,0001818382,"Humacyte, Inc.",DURHAM,NC,2525 EAST NORTH CAROLINA HIGHWAY 54,,27713
1360,SCOTTSDALE,AZ,8800 EAST RAINTREE DRIVE,SUITE 300,85260,0000833079,Meritage Homes CORP,SCOTTSDALE,AZ,8800 EAST RAINTREE DRIVE,SUITE 300,85260
1361,WHEATON,IL,"120 EAST LIBERTY DRIVE, SUITE 400",,60187,0001319183,FIRST TRUST MORTGAGE INCOME FUND,WHEATON,IL,"120 EAST LIBERTY DRIVE, SUITE 400",,60187
1362,MINNEAPOLIS,MN,2005 CARGO ROAD,,55450,0001743907,"Sun Country Airlines Holdings, Inc.",MINNEAPOLIS,MN,2005 CARGO ROAD,,55450
1363,HERZILIYA PITUACH,L3,1 HAMADA STREET,,4673335,0001419612,"SOLAREDGE TECHNOLOGIES, INC.",HERZILIYA PITUACH,L3,1 HAMADA STREET,,4673335
1364,DALLAS,TX,2021 MCKINNEY AVENUE,SUITE 1150,75201,0001798100,NETSTREIT Corp.,DALLAS,TX,2021 MCKINNEY AVENUE,SUITE 1150,75201
1365,VANCOUVER,A1,"SUITE  110, 375 WATER STREET",,V6B 5C6,0001537137,STANDARD LITHIUM LTD.,VANCOUVER,A1,"SUITE  110, 375 WATER STREET",,V6B 5C6
1366,LATHAM,NY,787 WATERVLIET SHAKER ROAD,,12110,0001833197,"Latham Group, Inc.",LATHAM,NY,787 WATERVLIET SHAKER ROAD,,12110
1367,GOLDEN,CO,"350 INDIANA STREET, SUITE 800",,80401,0001011509,Golden Minerals Co,GOLDEN,CO,"350 INDIANA STREET, SUITE 800",,80401
1368,FRANKLIN,IN,80 EAST JEFFERSON STREET,,46131,0001282847,THIRD CENTURY BANCORP,FRANKLIN,IN,80 EAST JEFFERSON STREET,,46131
1369,DALLAS,TX,12001 N CENTRAL EXPRESSWAY,SUITE 825,75243,0001681556,"GEX MANAGEMENT, INC.",DALLAS,TX,12001 N CENTRAL EXPRESSWAY,SUITE 825,75243
1370,AUSTIN,TX,212 LAVACA STREET,SUITE 300,78701,0000885508,STRATUS PROPERTIES INC,AUSTIN,TX,212 LAVACA STREET,SUITE 300,78701
1371,NEW YORK,NY,51 ASTOR PLACE,3RD FLOOR,10003,0001600641,"1stdibs.com, Inc.",NEW YORK,NY,51 ASTOR PLACE,3RD FLOOR,10003
1372,BEIJING,F4,"FLOOR 18, LIANLUO PLAZA, WANGJING STREET","#10, CHAOYANG DISTRICT",100107,0001862462,Jade Value Acquisition Corp,BEIJING,F4,"FLOOR 18, LIANLUO PLAZA, WANGJING STREET","#10, CHAOYANG DISTRICT",100107
1373,RENO,NV,1390 IONE PASS TRAIL,,89523,0001408146,SCANDIUM INTERNATIONAL MINING CORP.,RENO,NV,1390 IONE PASS TRAIL,,89523
1374,NEW YORK,NY,545 WEST 25TH STREET,20TH FLOOR,10001,0001825413,Biotech Acquisition Co,NEW YORK,NY,545 WEST 25TH STREET,20TH FLOOR,10001
1375,PRINCETON,NJ,"300 CARNEGIE CENTER, SUITE 300",,08540,0001567683,"Clearway Energy, Inc.",PRINCETON,NJ,"300 CARNEGIE CENTER, SUITE 300",,08540
1376,5262KZ VUGHT,P7,HAAGWINDE 20,,00000,0001668523,GSG GROUP INC.,5262KZ VUGHT,P7,HAAGWINDE 20,,00000
1377,HONG KONG,K3,"11/F., COFCO TOWER, 262 GLOUCESTER ROAD,",CAUSEWAY BAY,00000,0001816723,Graphex Group Ltd,HONG KONG,K3,"11/F., COFCO TOWER, 262 GLOUCESTER ROAD,",CAUSEWAY BAY,00000
1378,GREENFIELD,MA,101 MUNSON STREET,,01301,0001636289,Virtus Diversified Income & Convertible Fund,GREENFIELD,MA,101 MUNSON STREET,,01301
1379,NEW YORK,NY,"345 PARK AVENUE, 31ST FLOOR",,10154,0001710523,Blackstone Floating Rate Enhanced Income Fund,NEW YORK,NY,"345 PARK AVENUE, 31ST FLOOR",,10154
1380,IRVING,TX,5601 N MACARTHUR BLVD,,75038,0000916540,DARLING INGREDIENTS INC.,IRVING,TX,5601 N MACARTHUR BLVD,,75038
1381,ATLANTA,GA,4370 PEACHTREE ROAD NE,,30319,0000043196,GRAY TELEVISION INC,ATLANTA,GA,4370 PEACHTREE ROAD NE,,30319
1382,FREMONT,CA,44370 OLD WARM SPRINGS BLVD.,,94538,0001173313,"ABVC BIOPHARMA, INC.",FREMONT,CA,44370 OLD WARM SPRINGS BLVD.,,94538
1383,THE WOODLANDS,TX,"9950 WOODLOCH FOREST DRIVE, SUITE 2800",,77380-7046,0001423902,"Western Midstream Partners, LP",THE WOODLANDS,TX,"9950 WOODLOCH FOREST DRIVE, SUITE 2800",,77380-7046
1384,LOS ANGELES,CA,11100 SANTA MONICA BLVD.,SUITE 2000,90025,0001633336,"Crescent Capital BDC, Inc.",LOS ANGELES,CA,11100 SANTA MONICA BLVD.,SUITE 2000,90025
1385,CENTURY CITY,CA,10100 SANTA MONICA BLVD,SUITE 300,90067,0001456802,Century Cobalt Corp.,CENTURY CITY,CA,10100 SANTA MONICA BLVD,SUITE 300,90067
1386,TAMPA,FL,14497 N. DALE MABRY HIGHWAY,SUITE 209N,33618,0001106213,SEAFARER EXPLORATION CORP,TAMPA,FL,14497 N. DALE MABRY HIGHWAY,SUITE 209N,33618
1387,HONG KONG,K3,"UNIT 3102, 31/F, CITICORP CENTRE",18 WHITEFIELD ROAD,000000,0001552670,Taoping Inc.,HONG KONG,K3,"UNIT 3102, 31/F, CITICORP CENTRE",18 WHITEFIELD ROAD,000000
1388,NAPERVILLE,IL,2020 CALAMOS COURT,C/O CALAMOS ADVISORS LLC,60563,0001222719,CALAMOS CONVERTIBLE & HIGH INCOME FUND,NAPERVILLE,IL,2020 CALAMOS COURT,C/O CALAMOS ADVISORS LLC,60563
1389,PARSIPPANY,NJ,"ONE SYLVAN WAY, SECOND FLOOR",,07054,0001582568,PBF Logistics LP,PARSIPPANY,NJ,"ONE SYLVAN WAY, SECOND FLOOR",,07054
1390,AUBURN HILLS,MI,800 STANDARD PARKWAY,,48326,0001617669,"Unique Fabricating, Inc.",AUBURN HILLS,MI,800 STANDARD PARKWAY,,48326
1391,VAUGHAN,A6,"100 NEW PARK PLACE, SUITE 500",,L4K 0H9,0001780232,GFL Environmental Inc.,VAUGHAN,A6,"100 NEW PARK PLACE, SUITE 500",,L4K 0H9
1392,SUNNYVALE,CA,433 LAKESIDE DRIVE,,94085,0001794621,"Quanergy Systems, Inc.",SUNNYVALE,CA,433 LAKESIDE DRIVE,,94085
1393,WAYNE,PA,37 WEST AVENUE,SUITE 301,19087,0001582138,Equalize Community Development Fund,WAYNE,PA,37 WEST AVENUE,SUITE 301,19087
1394,LONDON,X0,20 EASTBOURNE TERRACE,,W2 6LG,0001639691,LivaNova PLC,LONDON,X0,20 EASTBOURNE TERRACE,,W2 6LG
1395,VANCOUVER,A1,SUITE 830-1100 MELVILLE STREET,,V6E 4A6,0001515251,SIXTH WAVE INNOVATIONS INC.,VANCOUVER,A1,SUITE 830-1100 MELVILLE STREET,,V6E 4A6
1396,WESTLAKE,OH,28601 CLEMENS RD,,44145,0000072331,NORDSON CORP,WESTLAKE,OH,28601 CLEMENS ROAD,,44145
1397,SAN DIEGO,CA,9740 SCRANTON ROAD,,92121,0001041803,PRICESMART INC,SAN DIEGO,CA,9740 SCRANTON ROAD,,92121
1398,BROCKTON,MA,770 OAK STREET,,02301,0001769617,"HarborOne Bancorp, Inc.",BROCKTON,MA,770 OAK STREET,,02301
1399,CAMBRIDGE,MA,35 CAMBRIDGE PARK DRIVE,,02140,0001556263,"Syros Pharmaceuticals, Inc.",CAMBRIDGE,MA,35 CAMBRIDGE PARK DRIVE,,02140
1400,RESEARCH TRIANGLE PARK,NC,PO BOX 13628,68 TW ALEXANDER DRIVE,27709,0001211583,FENNEC PHARMACEUTICALS INC.,RESEARCH TRIANGLE PARK,NC,PO BOX 13628,68 TW ALEXANDER DRIVE,27709
1401,MONTROUGE,I0,177-181 AVENUE PIERRE BROSSOLETTE,,92120,0001613780,DBV Technologies S.A.,MONTROUGE,I0,177-181 AVENUE PIERRE BROSSOLETTE,,92120
1402,SCOTTSDALE,AZ,15147 N SCOTTSDALE RD,SUITE H300,85254,0000101984,UNIVERSAL ELECTRONICS INC,SCOTTSDALE,AZ,15147 N SCOTTSDALE RD,SUITE H300,85254
1403,MOUNTAIN VIEW,CA,800 W EL CAMINO REAL,SUITE 180,94040,0001619227,"Cloudweb, Inc.",MOUNTAIN VIEW,CA,800 W EL CAMINO REAL,SUITE 180,94040
1404,DENVER,CO,C/O PING IDENTITY HOLDING CORP.,"1001 17TH STREET, SUITE 100",80202,0001679826,Ping Identity Holding Corp.,DENVER,CO,C/O PING IDENTITY HOLDING CORP.,"1001 17TH STREET, SUITE 100",80202
1405,GREENSBORO,NC,400 N. ELM STREET,,27401,0001760965,"Kontoor Brands, Inc.",GREENSBORO,NC,400 N. ELM STREET,,27401
1406,DALLAS,TX,16400 DALLAS PARKWAY SUITE 305,,75249,0001825254,AMERICAS TECHNOLOGY ACQUISITION CORP.,DALLAS,TX,16400 DALLAS PARKWAY SUITE 305,,75249
1407,SAN FRANCISCO,CA,FOUR EMBARCADERO CENTER,SUITE 2100,94111,0001845855,Galliot Acquisition Corp.,SAN FRANCISCO,CA,FOUR EMBARCADERO CENTER,SUITE 2100,94111
1408,SAN FRANCISCO,CA,"2 EMBARCADERO CENTER,",FLOOR 8,94111,0001836478,Avalon Acquisition Inc.,SAN FRANCISCO,CA,"2 EMBARCADERO CENTER,",FLOOR 8,94111
1409,CHICAGO,IL,125 S. WACKER DRIVE,SUITE 1250,60606,0001753706,"Whole Earth Brands, Inc.",CHICAGO,IL,125 S. WACKER DRIVE,SUITE 1250,60606
1410,CHICAGO,IL,SULLIVAN CENTER,"11 E. MADISON ST, 6TH FLOOR",60602,0001330016,"Basis Global Technologies, Inc.",CHICAGO,IL,SULLIVAN CENTER,"11 E. MADISON ST, 6TH FLOOR",60602
1411,CORAL GABLES,FL,"2 ALHAMBRA PLAZA, SUITE PH-1-B",,33134,0001353538,"Appgate, Inc.",CORAL GABLES,FL,"2 ALHAMBRA PLAZA, SUITE PH-1-B",,33134
1412,MOUNTAIN VIEW,CA,1049 EL MONTE AVE,STE C #782,94040,0001790727,Kryptoin Bitcoin ETF Trust,MOUNTAIN VIEW,CA,1049 EL MONTE AVE,STE C #782,94040
1413,SPOKANE,WA,999 W. RIVERSIDE AVENUE,SUITE 401,99201,0001072725,GOLD RESERVE INC,SPOKANE,WA,999 W. RIVERSIDE AVENUE,SUITE 401,99201
1414,WILMINGTON,DE,501 SILVERSIDE RD.,PMB #352,19809,0001089297,NOVAGANT CORP,WILMINGTON,DE,501 SILVERSIDE RD.,PMB #352,19809
1415,LONDON ENGLAND,X0,C/O WILLIS GROUP LIMITED,51 LIME STREET,EC3M 7DQ,0001140536,WILLIS TOWERS WATSON PLC,LONDON ENGLAND,X0,C/O WILLIS GROUP LIMITED,51 LIME STREET,EC3M 7DQ
1416,VANCOUVER,A1,#302-1620,W.8TH AVE,V6J 1V4,0001701963,Versus Systems Inc.,VANCOUVER,A1,#302-1620,W.8TH AVE,V6J 1V4
1417,CLERMONT-FERRAND,I0,"12, COURS SABLON",,63000,0000896076,MICHELIN COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN /FI,CLERMONT-FERRAND,I0,"12, COURS SABLON",,63000
1418,NEW YORK,NY,230 PARK AVENUE SOUTH,,10003,0001437107,"Warner Bros. Discovery, Inc.",NEW YORK,NY,230 PARK AVENUE SOUTH,,10003
1419,AUSTIN,TX,5914 W. COURTYARD DRIVE,SUITE 200,78730,0001745797,"Brigham Minerals, Inc.",AUSTIN,TX,5914 W. COURTYARD DRIVE,SUITE 200,78730
1420,EDEN PRAIRIE,MN,12988 VALLEY VIEW ROAD,,55344,0001506492,"Nuwellis, Inc.",EDEN PRAIRIE,MN,12988 VALLEY VIEW ROAD,,55344
1421,DALLAS,TX,5429 LBJ FREEWAY,SUITE 230,75240,0000082020,UNITED STATES LIME & MINERALS INC,DALLAS,TX,5429 LBJ FREEWAY,SUITE 230,75240
1422,SEATTLE,WA,2400 3RD AVENUE,SUITE 150,98121,0001541119,"Sound Financial Bancorp, Inc.",SEATTLE,WA,2400 3RD AVENUE,SUITE 150,98121
1423,SHANGHAI,F4,99 DAN BA ROAD C-9,PUTUO DISTRICT,200062,0001787518,Brilliant Acquisition Corp,SHANGHAI,F4,99 DAN BA ROAD C-9,PUTUO DISTRICT,200062
1424,SAN FRANCISCO,CA,C/O VECTOR ACQUISITION PARTNERS,"ONE MARKET STREET, 23RD FLOOR",94105,0001842386,Vector Acquisition Corp II,SAN FRANCISCO,CA,C/O VECTOR ACQUISITION PARTNERS,"ONE MARKET STREET, 23RD FLOOR",94105
1425,VANCOUVER,A1,C/O #1200-750 WEST PENDER STREET,,V6C 2T8,0001339688,LION COPPER & GOLD CORP.,VANCOUVER,A1,C/O #1200-750 WEST PENDER STREET,,V6C 2T8
1426,WINNETKA,IL,1001 GREEN BAY RD. #227,,60093,0001845013,Healthwell Acquisition Corp. I,WINNETKA,IL,1001 GREEN BAY RD. #227,,60093
1427,INDIANAPOLIS,IN,7615 ZIONSVILLE RD,,46268,0001843714,Andretti Acquisition Corp.,INDIANAPOLIS,IN,7615 ZIONSVILLE RD,,46268
1428,MONTREAL,A8,2020 ROBERT BOURASSA,SUITE 200,H3A 2A5,0001179821,BIRKS GROUP INC.,MONTREAL,A8,2020 ROBERT BOURASSA,SUITE 200,H3A 2A5
1429,BELLEVUE,WA,PACCAR BUILDING,777 106TH AVENUE NE,98004,0000075362,PACCAR INC,BELLEVUE,WA,PACCAR BUILDING,777 106TH AVENUE NE,98004
1430,NEW YORK,NY,"399 PARK AVENUE, 38TH FLOOR",,10022,0001823945,BLUE OWL CAPITAL INC.,NEW YORK,NY,"399 PARK AVENUE, 38TH FLOOR",,10022
1431,NEW SMYRNA BEACH,FL,1917 BAYVIEW DRIVE,,32168,0001561686,"STARSTREAM ENTERTAINMENT, INC.",NEW SMYRNA BEACH,FL,1917 BAYVIEW DRIVE,,32168
1432,KELOWNA,A1,1405 ST. PAUL ST.,SUITE 201,V1Y 9N2,0001575295,Allied Corp.,KELOWNA,A1,1405 ST. PAUL ST.,SUITE 201,V1Y 9N2
1433,ROLLING MEADOWS,IL,2850 GOLF ROAD,,60008-4050,0000354190,Arthur J. Gallagher & Co.,ROLLING MEADOWS,IL,2850 GOLF ROAD,,60008-4050
1434,RICHARDSON,TX,1565 NORTH CENTRAL EXPRESSWAY,SUITE 220,75080,0000319016,"Fuse Medical, Inc.",RICHARDSON,TX,1565 NORTH CENTRAL EXPRESSWAY,SUITE 220,75080
1435,NEWBURYPORT,MA,100 HALE STREET,,01950,0000914156,UFP TECHNOLOGIES INC,NEWBURYPORT,MA,100 HALE STREET,,01950
1436,TEL AVIV,L3,65 YIGAL ALON ST.,,6744316,0001801834,PAINREFORM LTD.,TEL AVIV,L3,65 YIGAL ALON ST.,,6744316
1437,HAMILTON,D0,"SUITE 616, 48 PAR-LA-VILLE ROAD",,HM 11,0001603016,Hoegh LNG Partners LP,HAMILTON,D0,"SUITE 616, 48 PAR-LA-VILLE ROAD",,HM 11
1438,LAKE ZURICH,IL,FOUR CORPORATE DRIVE,,60047,0000712034,ACCO BRANDS Corp,LAKE ZURICH,IL,FOUR CORPORATE DRIVE,,60047
1439,LUXEMBOURG,N4,"17, BOULEVARD F.W. RAIFFEISAN",,L-2411,0001937737,Moolec Science SA,LUXEMBOURG,N4,"17, BOULEVARD F.W. RAIFFEISAN",,L-2411
1440,BOSTON,MA,121 HIGH STREET FLOOR 3,,02110,0001831978,Newbury Street Acquisition Corp,BOSTON,MA,121 HIGH STREET FLOOR 3,,02110
1441,CAMBRIDGE,MA,43 THORNDIKE STREET,,02141,0001658551,"Amylyx Pharmaceuticals, Inc.",CAMBRIDGE,MA,43 THORNDIKE STREET,,02141
1442,FOUNTAIN HILLS,AZ,10141 N. CANYON VIEW LANE,,85268,0001853651,Alpine Acquisition Corp.,FOUNTAIN HILLS,AZ,10141 N. CANYON VIEW LANE,,85268
1443,OMAHA,NE,1811 AKSARBEN DRIVE,,68106,0001309402,Green Plains Inc.,OMAHA,NE,1811 AKSARBEN DRIVE,,68106
1444,NEW YORK,NY,52 E 83RD ST.,,10028,0001926599,Translational Development Acquisition Corp.,NEW YORK,NY,52 E 83RD ST.,,10028
1445,RYE,NY,1 CORPORATE CENTER,,10580,0001080720,GABELLI UTILITY TRUST,RYE,NY,1 CORPORATE CENTER,,10580
1446,HANGZHOU,F4,"BUILDING 2, 1418-36, MOGANSHAN ROAD",,310015,0001799290,Ebang International Holdings Inc.,HANGZHOU,F4,"BUILDING 2, 1418-36, MOGANSHAN ROAD",,310015
1447,TULSA,OK,"ONE WILLIAMS CENTER, MD 28-1",,74172,0001126975,"Magellan Midstream Partners, L.P.",TULSA,OK,"ONE WILLIAMS CENTER, MD 28-1",,74172
1448,MONTREAL,A8,2015 PEEL STREET,5TH FLOOR,H3A 1T8,0001512717,Theratechnologies Inc.,MONTREAL,A8,2015 PEEL STREET,5TH FLOOR,H3A 1T8
1449,BOULDER,CO,2970 WILDERNESS PLACE,SUITE 100,80301,0001439725,BIODESIX INC,BOULDER,CO,2970 WILDERNESS PLACE,SUITE 100,80301
1450,SHANGHAI,F4,"5TH FLOOR, DISTRII CENTER, SILVER COURT","NO. 218 XIZANG SOUTH ROAD, HUANGPU DIST.",200021,0001932470,AgiiPlus Inc.,SHANGHAI,F4,"5TH FLOOR, DISTRII CENTER, SILVER COURT","NO. 218 XIZANG SOUTH ROAD, HUANGPU DIST.",200021
1451,ASHEVILLE,NC,PO BOX 6676,,28816,0000050493,INGLES MARKETS INC,ASHEVILLE,NC,PO BOX 6676,,28816
1452,NEW YORK,NY,250 PARK AVENUE SOUTH,,10003,0001852040,Grayscale Basic Attention Token Trust (BAT),NEW YORK,NY,250 PARK AVENUE SOUTH,,10003
1453,SHANGHAI,F4,"3209, SOUTH BUILDING, BUILDING 3, NO. 39",BOASHAN DISTRICT,00000,0001284454,Yong Bai Chao New Retail Corp,SHANGHAI,F4,"3209, SOUTH BUILDING, BUILDING 3, NO. 39",BOASHAN DISTRICT,00000
1454,LAKE FOREST,IL,1955 W FIELD CT,,60045,0000075677,PACKAGING CORP OF AMERICA,LAKE FOREST,IL,1955 W FIELD CT,,60045
1455,DOWNERS GROVE,IL,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",60515,0001353611,Invesco CurrencyShares British Pound Sterling Trust,DOWNERS GROVE,IL,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",60515
1456,STATEN ISLAND,NY,3475 VICTORY BLVD,,10314,0001007019,COFFEE HOLDING CO INC,STATEN ISLAND,NY,3475 VICTORY BLVD,,10314
1457,VANCOUVER,A1,"SUITE 2800, PARK PLACE 666 BURRARD ST",,V6C2Z7,0001795749,FIRST BITCOIN CAPITAL CORP.,VANCOUVER,A1,"SUITE 2800, PARK PLACE 666 BURRARD ST",,V6C2Z7
1458,LINDON,UT,"321 SOUTH 1250 WEST, SUITE 1",,84042,0001289636,PROFIRE ENERGY INC,LINDON,UT,"321 SOUTH 1250 WEST, SUITE 1",,84042
1459,KANSAS CITY,MO,1100 WALNUT,SUITE 3350,64106,0001347652,"CorEnergy Infrastructure Trust, Inc.",KANSAS CITY,MO,1100 WALNUT,SUITE 3350,64106
1460,PHOENIX,AZ,410 NORTH 44TH STREET,SUITE 700,85008,0000810332,MESA AIR GROUP INC,PHOENIX,AZ,410 NORTH 44TH STREET,SUITE 700,85008
1461,HELENA,MT,1400 PROSPECT AVE.,P.O. BOX 4999,59604,0001478454,"Eagle Bancorp Montana, Inc.",HELENA,MT,1400 PROSPECT AVE.,P.O. BOX 4999,59604
1462,AUSTIN,TX,400 W CESAR CHAVEZ,,78701,0001038074,SILICON LABORATORIES INC.,AUSTIN,TX,400 W CESAR CHAVEZ,,78701
1463,ANN ARBOR,MI,100 PHOENIX DRIVE,SUITE 125,48108,0001684144,Zomedica Corp.,ANN ARBOR,MI,100 PHOENIX DRIVE,SUITE 125,48108
1464,PITTSBURGH,PA,ONE PPG PL 40 EAST,,15272,0000079879,PPG INDUSTRIES INC,PITTSBURGH,PA,ONE PPG PL 40 EAST,,15272
1465,COSTA MESA,CA,1007 BRIOSO DR.,,92627,0001134765,"Charlie's Holdings, Inc.",COSTA MESA,CA,1007 BRIOSO DR.,,92627
1466,LAS VEGAS,NV,"C/O CANNAE HOLDINGS, INC.",1701 VILLAGE CENTER CIRCLE,89134,0001704720,"Cannae Holdings, Inc.",LAS VEGAS,NV,"C/O CANNAE HOLDINGS, INC.",1701 VILLAGE CENTER CIRCLE,89134
1467,LONDON,X0,10 QUEEN ST PLACE 2ND FLOOR,,EC4R1BE,0001838431,ScION Tech Growth II,LONDON,X0,10 QUEEN ST PLACE 2ND FLOOR,,EC4R1BE
1468,LONDON,X0,72 HAMMERSMITH ROAD,,W14 8TH,0001479615,Silence Therapeutics plc,LONDON,X0,72 HAMMERSMITH ROAD,,W14 8TH
1469,BLOOMINGDALE,IL,471 BRIGHTON DRIVE,,60108,0001057083,PC TEL INC,BLOOMINGDALE,IL,471 BRIGHTON DRIVE,,60108
1470,EDMONTON,A0,SUITE 700,10150 - 100 STREET,T5J  0P6,0000869495,DEEP WELL OIL & GAS INC,EDMONTON,A0,SUITE 700,10150 - 100 STREET,T5J  0P6
1471,SOUTH JORDAN,UT,10855 SOUTH RIVER FRONT PARKWAY,,84095,0001828962,"Cricut, Inc.",SOUTH JORDAN,UT,10855 SOUTH RIVER FRONT PARKWAY,,84095
1472,WHEATON,IL,"120 EAST LIBERTY DRIVE, SUITE 400",,60187,0001567569,First Trust Intermediate Duration Preferred & Income Fund,WHEATON,IL,"120 EAST LIBERTY DRIVE, SUITE 400",,60187
1473,MINNEAPOLIS,MN,"400 1ST AVE N.,",STE. 100,55401,0001709542,Electronic Servitor Publication Network Inc.,MINNEAPOLIS,MN,"400 1ST AVE N.,",STE. 100,55401
1474,SHANGHAI,F4,"28/F, NO. 533 LOUSHANGUAN ROAD",CHANGNING DISTRICT,200051,0001737806,Pinduoduo Inc.,SHANGHAI,F4,"28/F, NO. 533 LOUSHANGUAN ROAD",CHANGNING DISTRICT,200051
1475,OAKVILLE,A6,574 CHARTWELL ROAD,,L6J 4A8,0001647866,Binovi Technologies Corp.,OAKVILLE,A6,574 CHARTWELL ROAD,,L6J 4A8
1476,FOSTER CITY,CA,919 E. HILLSDALE BLVD.,,94404,0001107843,"QUALYS, INC.",FOSTER CITY,CA,919 E. HILLSDALE BLVD.,,94404
1477,CININNATI,OH,312 WALNUT STREET,,45202,0000832428,E.W. SCRIPPS Co,CINCINNATI,OH,312 WALNUT STREET,,45202
1478,SAN RAFAEL,CA,101 GLACIER POINT,SUITE A,94901,0001549084,"EKSO BIONICS HOLDINGS, INC.",SAN RAFAEL,CA,101 GLACIER POINT,SUITE A,94901
1479,"DOCKLANDS, VICTORIA",C3,401 DOCKLANDS DRIVE,"SUITE 15, LEVEL 12",3008,0001873875,Incannex Healthcare Ltd,"DOCKLANDS, VICTORIA",C3,401 DOCKLANDS DRIVE,"SUITE 15, LEVEL 12",3008
1480,SANTE FE,NM,3900 PASEO DEL SOL,,87507,0000788611,"SIGMA ADDITIVE SOLUTIONS, INC.",SANTE FE,NM,3900 PASEO DEL SOL,,87507
1481,VANCOUVER,A1,800 WEST PENDER STREET,SUITE 1430,V6C 2V6,0001840616,New Found Gold Corp.,VANCOUVER,A1,800 WEST PENDER STREET,SUITE 1430,V6C 2V6
1482,FORT LEE,NJ,"1 BRIDGE PLAZA, SUITE 275",,07024,0001875558,"Nuvectis Pharma, Inc.",FORT LEE,NJ,"1 BRIDGE PLAZA, SUITE 275",,07024
1483,NEW YORK,NY,85 BROAD STREET,22ND FLOOR,10004,0000791963,OPPENHEIMER HOLDINGS INC,NEW YORK,NY,85 BROAD STREET,22ND FLOOR,10004
1484,NEW YORK,NY,"240 GREENWICH STREET, 8TH FLOOR",,10286,0001708646,Goldman Sachs Physical Gold ETF,NEW YORK,NY,"240 GREENWICH STREET, 8TH FLOOR",,10286
1485,SINGAPORE,U0,OCEAN FINANCIAL CENTER,"LEVEL 40, 10 COLLYER QUAY",049315,0001820144,Tiga Acquisition Corp.,SINGAPORE,U0,OCEAN FINANCIAL CENTER,"LEVEL 40, 10 COLLYER QUAY",049315
1486,LAS VEGAS,NV,4145,WAGON TRAIL AVE,89118,0001790320,Mystic Holdings Inc./NV,LAS VEGAS,NV,4145,WAGON TRAIL AVE,89118
1487,NARRDEN,P7,GOOIMEER 2-35,,1411 DC,0001936258,NewAmsterdam Pharma Co B.V.,NARRDEN,P7,GOOIMEER 2-35,,1411 DC
1488,HAMPSTEAD,MD,4510 LOWER BECKLEYSVILLE ROAD,SUITE H,21074,0001698022,"Farmers & Merchants Bancshares, Inc.",HAMPSTEAD,MD,4510 LOWER BECKLEYSVILLE ROAD,SUITE H,21074
1489,POUGHKEEPSIE,NY,2 JEFFERSON PLAZA,,12601,0001751783,"Rhinebeck Bancorp, Inc.",POUGHKEEPSIE,NY,2 JEFFERSON PLAZA,,12601
1490,LITTLE ROCK,AR,425 WEST CAPITOL AVE,,72201,0000007323,"ENTERGY ARKANSAS, LLC",LITTLE ROCK,AR,P. O. BOX 551,,72203
1491,GREENWICH,CT,FIVE AMERICAN LANE,,06831,0001166003,"XPO Logistics, Inc.",GREENWICH,CT,FIVE AMERICAN LANE,,06831
1492,NEW YORK,NY,1732 1ST AVE #25955,,10128,0001822529,"Torque Lifestyle Brands, Inc.",NEW YORK,NY,1732 1ST AVE #25955,,10128
1493,SCOTTSDALE,AZ,6529 E. FRIESS DRIVE,,85254,0001072772,TOMBSTONE EXPLORATION CORP,SCOTTSDALE,AZ,6529 E. FRIESS DRIVE,,85254
1494,GREENFIELD,MA,101 MUNSON STREET,,01301,0001778114,Virtus Artificial Intelligence & Technology Opportunities Fund,GREENFIELD,MA,101 MUNSON STREET,,01301
1495,"NANSHAN DISTRICT, SHENZHEN",F4,9F UNIT 3 BUILDING C KEXING SCIENCE PARK,"15 KEYUAN ROAD, TECHNOLOGY PARK",518057,0001754581,Futu Holdings Ltd,"NANSHAN DISTRICT, SHENZHEN",F4,9F UNIT 3 BUILDING C KEXING SCIENCE PARK,"15 KEYUAN ROAD, TECHNOLOGY PARK",518057
1496,BOSTON,MA,50 NORTHERN AVENUE,,02210,0000875320,VERTEX PHARMACEUTICALS INC / MA,BOSTON,MA,50 NORTHERN AVENUE,,02210
1497,VANCOUVER,A1,SUITE 1100 - 1111 MELVILLE STREET,,V6E 3V6,0001415758,Nevada Sunrise Gold Corp,VANCOUVER,A1,SUITE 1100 - 1111 MELVILLE STREET,,V6E 3V6
